Product;Th227  Thermal (0.0253 eV);Th227  Thermal (0.0253 eV);Th229  Thermal (0.0253 eV);Th229  Thermal (0.0253 eV);Th232  Fast (500 keV);Th232  Fast (500 keV);Pa231  Fast (500 keV);Pa231  Fast (500 keV);U232  Thermal (0.0253 eV);U232  Thermal (0.0253 eV);U233  Thermal (0.0253 eV);U233  Thermal (0.0253 eV);U234  Fast (500 keV);U234  Fast (500 keV);U235  Thermal (0.0253 eV);U235  Thermal (0.0253 eV);U236  Fast (500 keV);U236  Fast (500 keV);U237  Fast (500 keV);U237  Fast (500 keV);U238  Fast (500 keV);U238  Fast (500 keV);Np237  Fast (500 keV);Np237  Fast (500 keV);Np238  Fast (500 keV);Np238  Fast (500 keV);Pu238  Fast (500 keV);Pu238  Fast (500 keV);Pu239  Thermal (0.0253 eV);Pu239  Thermal (0.0253 eV);Pu240  Thermal (0.0253 eV);Pu240  Thermal (0.0253 eV);Pu241  Thermal (0.0253 eV);Pu241  Thermal (0.0253 eV);Pu242  Thermal (0.0253 eV);Pu242  Thermal (0.0253 eV);Am241  Thermal (0.0253 eV);Am241  Thermal (0.0253 eV);Am242m  Thermal (0.0253 eV);Am242m  Thermal (0.0253 eV);Am243  Fast (500 keV);Am243  Fast (500 keV);Cm242  Fast (500 keV);Cm242  Fast (500 keV);Cm243  Thermal (0.0253 eV);Cm243  Thermal (0.0253 eV);Cm244  Fast (500 keV);Cm244  Fast (500 keV);Cm245  Thermal (0.0253 eV);Cm245  Thermal (0.0253 eV);Cm246  Fast (500 keV);Cm246  Fast (500 keV);Cm248  Fast (500 keV);Cm248  Fast (500 keV);Cf249  Thermal (0.0253 eV);Cf249  Thermal (0.0253 eV);Cf251  Thermal (0.0253 eV);Cf251  Thermal (0.0253 eV);Fm255  Thermal (0.0253 eV);Fm255  Thermal (0.0253 eV)
Product;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Product;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error;Yield;Error
Ga89;;;;;1.85516E-13;1.1873E-13;;;;;;;;;;;;;7.57625E-14;4.8488E-14;1.61838E-12;1.03576E-12;;;;;;;;;;;;;7.53488E-14;4.82233E-14;;;;;;;;;;;;;;;;;7.19053E-13;4.60194E-13;;;;;;
Ge66;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Ge67;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Ge68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4.05057E-14;2.59236E-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.34954E-14;1.50371E-14;0.0;0.0;0.0;0.0
Ge69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.33046E-12;2.1315E-12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.68E-14;1.0752E-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.37895E-13;3.44253E-13;0.0;0.0;0.0;0.0
Ge70;0.0;0.0;0.0;0.0;0.0;0.0;1.25E-13;8.0E-14;2.10029E-10;1.34419E-10;0.0;0.0;2.77E-14;1.7728E-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.03E-14;1.9392E-14;4.54994E-14;2.91196E-14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.53E-14;2.2592E-14;1.61E-14;1.0304E-14;9.09E-13;5.8176E-13;3.72E-13;2.3808E-13;5.58E-13;3.5712E-13;1.11E-14;7.10401E-15;1.93E-14;1.2352E-14;0.0;0.0;3.70927E-11;2.37394E-11;3.20081E-13;2.04852E-13;4.92001E-13;3.14881E-13
Ge71;3.13E-14;2.0032E-14;0.0;0.0;0.0;0.0;5.11E-12;3.2704E-12;3.16044E-9;2.02268E-9;6.11985E-13;3.9167E-13;1.39E-12;8.89601E-13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.08E-13;6.912E-14;0.0;0.0;1.37E-12;8.768E-13;9.99988E-13;6.39992E-13;3.41E-14;2.1824E-14;2.5E-13;1.6E-13;0.0;0.0;9.58002E-14;6.13121E-14;1.19E-12;7.616E-13;3.16E-13;2.0224E-13;1.19E-11;7.616E-12;7.85001E-12;5.024E-12;1.15E-11;7.36E-12;3.76001E-13;2.4064E-13;5.7E-13;3.648E-13;1.92E-14;1.2288E-14;2.08959E-10;1.33734E-10;5.33135E-12;3.41206E-12;1.09E-11;6.97601E-12
Ge71m;3.13E-14;2.0032E-14;0.0;0.0;0.0;0.0;5.11E-12;3.2704E-12;3.16044E-9;2.02268E-9;6.11985E-13;3.9167E-13;1.39E-12;8.89601E-13;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.08E-13;6.912E-14;0.0;0.0;1.37E-12;8.768E-13;9.99988E-13;6.39992E-13;3.41E-14;2.1824E-14;2.5E-13;1.6E-13;0.0;0.0;9.58002E-14;6.13121E-14;1.19E-12;7.616E-13;3.16E-13;2.0224E-13;1.19E-11;7.616E-12;7.85001E-12;5.024E-12;1.15E-11;7.36E-12;3.76001E-13;2.4064E-13;5.7E-13;3.648E-13;1.92E-14;1.2288E-14;2.08959E-10;1.33734E-10;5.33135E-12;3.41206E-12;1.09E-11;6.97601E-12
Ge72;1.35E-11;8.64001E-12;4.41002E-12;2.82241E-12;6.53985E-14;4.18551E-14;4.96E-10;3.1744E-10;1.55022E-7;9.92138E-8;9.24977E-11;5.91985E-11;1.04E-10;6.656E-11;3.63974E-13;2.32944E-13;2.35012E-12;1.50408E-12;1.01001E-13;6.46407E-14;6.88004E-14;4.40323E-14;1.33E-11;8.512E-12;1.67E-12;1.0688E-12;1.48E-10;9.472E-11;1.28998E-10;8.2559E-11;6.33E-12;4.0512E-12;5.47E-12;3.5008E-12;1.04E-13;6.656E-14;5.65001E-12;3.61601E-12;1.3E-10;8.32E-11;2.15E-11;1.376E-11;5.89E-10;3.7696E-10;5.62E-10;3.5968E-10;6.69E-10;4.2816E-10;2.96001E-11;1.8944E-11;4.85E-11;3.104E-11;2.19E-12;1.4016E-12;6.04882E-9;3.87124E-9;2.67067E-10;1.70923E-10;5.90001E-10;3.77601E-10
Ge73;2.94E-10;1.8816E-10;2.47001E-10;1.58081E-10;4.11991E-12;2.63674E-12;1.42E-8;9.088E-9;1.66023E-6;1.06255E-6;2.72993E-9;1.74716E-9;2.06E-9;1.3184E-9;2.37983E-11;1.52309E-11;1.9401E-10;1.24166E-10;1.55002E-11;9.92011E-12;5.38003E-12;3.44322E-12;4.44E-10;2.8416E-10;7.28E-11;4.6592E-11;1.63E-9;1.0432E-9;2.39997E-9;1.53598E-9;2.0E-10;1.28E-10;1.55E-10;9.91999E-11;5.29E-12;3.3856E-12;2.38001E-10;1.5232E-10;2.98E-9;1.9072E-9;4.97E-10;3.1808E-10;1.08E-8;6.912E-9;7.67001E-9;4.9088E-9;9.76E-9;6.2464E-9;6.18001E-10;3.95521E-10;1.07E-9;6.848E-10;6.66E-11;4.2624E-11;3.60929E-8;2.30995E-8;3.5709E-9;2.28538E-9;8.04002E-9;5.14561E-9
Ge73m;6.89001E-11;4.4096E-11;5.80003E-11;3.71202E-11;8.42981E-13;5.39508E-13;2.91E-9;1.8624E-9;3.89054E-7;2.48995E-7;6.39984E-10;4.0959E-10;4.21E-10;2.6944E-10;5.5896E-12;3.57735E-12;3.9802E-11;2.54733E-11;3.18004E-12;2.03522E-12;1.10001E-12;7.04005E-13;9.09E-11;5.8176E-11;1.49E-11;9.536E-12;3.33E-10;2.1312E-10;5.61993E-10;3.59676E-10;4.69E-11;3.0016E-11;3.65E-11;2.336E-11;1.24E-12;7.936E-13;5.59001E-11;3.57761E-11;7.0E-10;4.48E-10;1.02E-10;6.528E-11;2.22E-9;1.4208E-9;1.8E-9;1.152E-9;2.29E-9;1.4656E-9;1.45E-10;9.28002E-11;1.32E-10;8.448E-11;1.56E-11;9.984E-12;8.46834E-9;5.41974E-9;8.37211E-10;5.35815E-10;1.89E-9;1.2096E-9
Ge74;1.51E-8;9.66401E-9;1.72001E-8;1.10081E-8;2.32995E-10;1.49117E-10;3.52E-7;2.2528E-7;1.95327E-5;1.25009E-5;8.48979E-8;5.43346E-8;1.12E-7;7.16801E-8;1.66988E-9;1.06872E-9;1.69008E-8;1.08165E-8;1.24001E-9;7.93609E-10;1.84001E-10;1.17761E-10;1.04E-8;6.656E-9;3.0E-9;1.92E-9;5.05E-8;3.232E-8;5.59993E-8;3.58396E-8;5.68E-9;3.6352E-9;3.05E-9;1.952E-9;2.82E-10;1.8048E-10;5.56001E-9;3.55841E-9;6.14E-8;3.9296E-8;1.05E-8;6.72E-9;1.28E-7;8.192E-8;1.66E-7;1.0624E-7;1.54E-7;9.856E-8;1.55E-8;9.92002E-9;2.11E-8;1.3504E-8;1.89E-9;1.2096E-9;4.33915E-7;2.77706E-7;4.63117E-8;2.96395E-8;1.14E-7;7.29602E-8
Ge75;4.58E-8;2.9312E-8;6.45003E-8;4.12802E-8;1.12997E-9;7.23184E-10;5.87E-7;3.7568E-7;1.54922E-5;9.91498E-6;2.06995E-7;1.32477E-7;2.52E-7;1.6128E-7;6.80952E-9;4.35809E-9;5.09025E-8;3.25776E-8;5.49006E-9;3.51364E-9;4.23003E-10;2.70722E-10;1.76E-8;1.1264E-8;1.68E-8;1.0752E-8;6.84E-8;4.3776E-8;7.879899E-8;5.04314E-8;1.56E-8;9.984E-9;7.78999E-9;4.9856E-9;8.17E-10;5.2288E-10;1.11E-8;7.10402E-9;8.11E-8;5.1904E-8;1.74E-8;1.1136E-8;1.16E-7;7.424E-8;2.45E-7;1.568E-7;1.74E-7;1.1136E-7;1.92E-8;1.2288E-8;1.95E-8;1.248E-8;4.08E-9;2.6112E-9;2.14958E-7;1.37573E-7;4.94125E-8;3.1624E-8;9.58002E-8;6.13121E-8
Ge75m;3.07E-7;1.9648E-7;4.32002E-7;2.76481E-7;8.26981E-9;5.29268E-9;4.31E-6;2.7584E-6;1.03664E-4;6.63453E-5;1.38997E-6;8.89578E-7;1.85E-6;1.184E-6;4.55968E-8;2.91819E-8;3.73019E-7;2.38732E-7;4.03005E-8;2.57923E-8;3.10002E-9;1.98401E-9;1.29E-7;8.256E-8;1.23E-7;7.872E-8;5.01E-7;3.2064E-7;5.26994E-7;3.37276E-7;1.04E-7;6.656E-8;5.21E-8;3.3344E-8;5.47E-9;3.5008E-9;7.41002E-8;4.74241E-8;5.43E-7;3.4752E-7;1.28E-7;8.192E-8;8.49E-7;5.4336E-7;1.64E-6;1.0496E-6;1.16E-6;7.424E-7;1.28E-7;8.19201E-8;2.25E-7;1.44E-7;2.73E-8;1.7472E-8;1.43972E-6;9.2142E-7;3.30083E-7;2.11253E-7;6.41001E-7;4.10241E-7
Ge76;6.15001E-6;3.936E-6;1.26101E-5;8.07044E-6;2.60994E-7;1.67036E-7;4.475E-5;2.864E-5;5.23703E-4;3.3517E-4;1.43896E-5;9.20937E-6;2.684E-5;1.71776E-5;1.29991E-6;8.31941E-7;8.43042E-6;5.39547E-6;8.8901E-7;5.68966E-7;5.04003E-8;3.22562E-8;3.17E-6;2.0288E-6;1.64E-6;1.0496E-6;8.72E-6;5.5808E-6;5.11994E-6;3.27676E-6;1.29E-6;8.256E-7;8.76999E-7;5.6128E-7;9.36E-8;5.9904E-8;6.69001E-7;4.28161E-7;5.08E-6;3.2512E-6;1.03E-6;6.592E-7;3.72E-6;2.3808E-6;1.29E-5;8.25601E-6;7.76E-6;4.9664E-6;1.75E-6;1.12E-6;1.96E-6;1.2544E-6;3.18E-7;2.0352E-7;7.59851E-6;4.86305E-6;1.94049E-6;1.24191E-6;3.48001E-6;2.2272E-6
Ge77;5.017E-5;3.21088E-5;1.28311E-4;8.21188E-5;2.73994E-6;1.75356E-6;1.9935E-4;1.27584E-4;0.00113331;7.25317E-4;6.35684E-5;4.06838E-5;1.4301E-4;9.15265E-5;5.95958E-6;3.81413E-6;5.79329E-5;3.70771E-5;1.00001E-5;6.40007E-6;1.02001E-6;6.52804E-7;1.548E-5;9.9072E-6;1.614E-5;1.03296E-5;5.281E-5;3.37984E-5;2.32197E-5;1.48606E-5;1.112E-5;7.1168E-6;4.38E-6;2.8032E-6;2.22E-6;1.4208E-6;9.32002E-6;5.96481E-6;2.053E-5;1.31392E-5;5.47E-6;3.5008E-6;2.016E-5;1.29024E-5;5.2E-5;3.328E-5;2.617E-5;1.67488E-5;1.026E-5;6.56641E-6;9.26E-6;5.9264E-6;2.05E-6;1.312E-6;1.94162E-5;1.24264E-5;6.49164E-6;4.15465E-6;9.09002E-6;5.81761E-6
Ge77m;7.50001E-6;4.8E-6;1.91701E-5;1.22689E-5;3.72992E-7;2.38715E-7;2.718E-5;1.73952E-5;1.69344E-4;1.0838E-4;9.49976E-6;6.07985E-6;1.95E-5;1.248E-5;8.90937E-7;5.702E-7;7.90039E-6;5.05625E-6;1.36002E-6;8.7041E-7;1.38001E-7;8.83206E-8;2.11E-6;1.3504E-6;2.2E-6;1.408E-6;7.2E-6;4.608E-6;3.46996E-6;2.22077E-6;1.66E-6;1.0624E-6;6.54999E-7;4.192E-7;3.32E-7;2.1248E-7;1.39E-6;8.89602E-7;3.07E-6;1.9648E-6;7.46E-7;4.7744E-7;2.75E-6;1.76E-6;7.77001E-6;4.9728E-6;3.91E-6;2.5024E-6;1.53E-6;9.79202E-7;6.97E-7;4.4608E-7;3.06E-7;1.9584E-7;2.89943E-6;1.85564E-6;9.70245E-7;6.20957E-7;1.36E-6;8.70402E-7
Ge78;3.1345E-4;2.00608E-4;0.00168511;7.58299E-4;4.5999E-5;2.94393E-5;9.2761E-4;5.9367E-4;0.00248123;0.00158798;3.27492E-4;2.09595E-4;5.4134E-4;3.46458E-4;6.94151E-5;4.44257E-5;2.44152E-4;1.56257E-4;1.19241E-4;7.63145E-5;1.49901E-5;9.59366E-6;9.004E-5;5.76256E-5;1.0042E-4;6.42688E-5;2.0219E-4;1.29402E-4;1.18169E-4;7.562789E-5;8.353E-5;5.34592E-5;5.821E-5;3.72544E-5;1.875E-5;1.2E-5;3.81501E-5;2.44161E-5;8.835E-5;5.6544E-5;2.057E-5;1.31648E-5;7.78E-5;4.9792E-5;1.6454E-4;1.05306E-4;8.384E-5;5.36576E-5;4.85001E-5;3.10401E-5;3.664E-5;2.34496E-5;1.125E-5;7.2E-6;5.15099E-5;3.29664E-5;1.9945E-5;1.27648E-5;2.184E-5;1.39776E-5
Ge79;0.00254391;0.0016281;0.00163783;0.00104821;1.28977E-4;8.25453E-5;0.001247;7.9808E-4;0.00144477;9.24651E-4;5.70241E-4;3.64954E-4;5.07575E-4;3.24848E-4;1.16247E-4;7.43979E-5;3.55638E-4;2.27608E-4;1.88137E-4;1.20408E-4;5.26853E-5;3.37186E-5;1.5969E-4;1.02202E-4;1.6249E-4;1.03994E-4;2.2546E-4;1.44294E-4;1.48803E-4;9.523399E-5;5.2015E-5;3.32896E-5;5.0085E-5;3.20544E-5;1.897E-5;1.21408E-5;3.75201E-5;2.40129E-5;8.994E-5;5.75616E-5;5.4155E-5;3.46592E-5;7.6695E-5;4.90848E-5;1.59075E-4;1.01808E-4;7.736E-5;4.95104E-5;6.27601E-5;4.01665E-5;4.587E-5;2.93568E-5;1.8325E-5;1.1728E-5;4.38264E-5;2.80489E-5;1.68493E-5;1.07835E-5;1.4755E-5;9.44322E-6
Ge79m;0.00254391;0.0016281;0.00163783;0.00104821;1.28977E-4;8.25453E-5;0.001247;7.9808E-4;0.00144477;9.24651E-4;5.70241E-4;3.64954E-4;5.07575E-4;3.24848E-4;1.16247E-4;7.43979E-5;3.55638E-4;2.27608E-4;1.88137E-4;1.20408E-4;5.26853E-5;3.37186E-5;1.5969E-4;1.02202E-4;1.6249E-4;1.03994E-4;2.2546E-4;1.44294E-4;1.48803E-4;9.523399E-5;5.2015E-5;3.32896E-5;5.0085E-5;3.20544E-5;1.897E-5;1.21408E-5;3.75201E-5;2.40129E-5;8.994E-5;5.75616E-5;5.4155E-5;3.46592E-5;7.6695E-5;4.90848E-5;1.59075E-4;1.01808E-4;7.736E-5;4.95104E-5;6.27601E-5;4.01665E-5;4.587E-5;2.93568E-5;1.8325E-5;1.1728E-5;4.38264E-5;2.80489E-5;1.68493E-5;1.07835E-5;1.4755E-5;9.44322E-6
Ge80;0.0135566;0.0043381;0.015279;0.00488929;0.00117951;7.54889E-4;0.00390462;0.00249896;0.00266984;0.0017087;0.00180869;0.00115756;0.00149407;9.56205E-4;0.00101818;4.07271E-5;0.00139997;8.95981E-4;9.39331E-4;6.01172E-4;2.33711E-4;1.49575E-4;6.7804E-4;4.33946E-4;6.4613E-4;4.13523E-4;7.4123E-4;4.74387E-4;5.48873E-4;3.51279E-4;2.7335E-4;1.74944E-4;1.8842E-4;1.20589E-4;1.3672E-4;8.75008E-5;1.1348E-4;7.26274E-5;2.728E-4;1.74592E-4;2.2266E-4;1.42502E-4;1.7937E-4;1.14797E-4;4.622E-4;2.95808E-4;2.1259E-4;1.36058E-4;2.2888E-4;1.46483E-4;1.6331E-4;1.04518E-4;8.315E-5;5.3216E-5;1.16417E-4;7.4507E-5;4.84522E-5;3.10094E-5;3.00101E-5;1.92064E-5
Ge81;0.010572;0.00338305;0.01642;0.00525441;0.00326986;0.00209271;0.00339875;0.0021752;0.0012537;8.02371E-4;0.00134454;8.60503E-4;0.00145222;9.29421E-4;0.00126259;5.05036E-5;0.00160191;0.00102522;0.00143579;9.18903E-4;5.62954E-4;3.6029E-4;0.00107252;6.86413E-4;8.8043E-4;5.63475E-4;7.6799E-4;4.91514E-4;5.51163E-4;3.52744E-4;5.5767E-4;3.56909E-4;2.813E-4;1.80032E-4;2.6167E-4;1.67469E-4;1.3156E-4;8.41986E-5;2.4701E-4;1.58086E-4;2.7683E-4;1.77171E-4;1.5647E-4;1.00141E-4;5.0694E-4;3.24442E-4;2.0036E-4;1.2823E-4;2.7496E-4;1.75975E-4;2.0099E-4;1.28634E-4;1.3509E-4;8.64576E-5;7.75448E-5;4.96287E-5;4.66418E-5;2.98507E-5;1.988E-5;1.27232E-5
Ge82;0.00470041;0.00300826;0.0118925;0.00380559;0.00641465;0.00410537;0.00230605;0.00147587;4.9908E-4;3.19411E-4;8.19329E-4;5.24371E-4;0.00115483;7.39092E-4;0.00126469;5.05876E-5;0.00141597;9.06221E-4;0.00159313;0.0010196;0.00124097;7.94219E-4;7.9571E-4;5.09254E-4;6.268E-4;4.01152E-4;5.3902E-4;3.44973E-4;2.71017E-4;1.73451E-4;3.4552E-4;2.21133E-4;2.9009E-4;1.85657E-4;2.8811E-4;1.8439E-4;7.43802E-5;4.76033E-5;1.8694E-4;1.19642E-4;2.2708E-4;1.45331E-4;7.92E-5;5.0688E-5;3.5081E-4;2.24519E-4;1.3178E-4;8.43392E-5;2.4287E-4;1.55437E-4;1.7768E-4;1.13715E-4;1.5084E-4;9.65376E-5;5.75088E-5;3.68056E-5;3.31384E-5;2.12086E-5;8.61002E-6;5.51041E-6
Ge83;5.99371E-4;3.83597E-4;0.00154352;9.87852E-4;0.00619135;0.00396246;7.3748E-4;4.71987E-4;1.05745E-4;6.76766E-5;2.47504E-4;1.58402E-4;4.2538E-4;2.72243E-4;4.78856E-4;3.06468E-4;6.32892E-4;4.05051E-4;9.72231E-4;6.22228E-4;0.00115294;7.3788E-4;3.2896E-4;2.10534E-4;3.2077E-4;2.05293E-4;1.7761E-4;1.1367E-4;8.038899E-5;5.1449E-5;2.06E-4;1.3184E-4;1.2853E-4;8.22591E-5;2.8783E-4;1.84211E-4;5.45501E-5;3.49121E-5;1.1389E-4;7.28896E-5;1.4117E-4;9.03488E-5;2.719E-5;1.74016E-5;1.4703E-4;9.40993E-5;5.928E-5;3.79392E-5;1.4552E-4;9.3133E-5;1.0049E-4;6.43136E-5;1.1816E-4;7.56224E-5;2.39953E-5;1.5357E-5;1.74744E-5;1.11836E-5;2.49001E-6;1.5936E-6
Ge84;6.42001E-5;4.1088E-5;0.00102106;6.53475E-4;0.00323928;0.00207314;1.8164E-4;1.1625E-4;1.71324E-5;1.09647E-5;1.72596E-4;1.10461E-4;1.0785E-4;6.90241E-5;1.89947E-4;4.36877E-5;2.34822E-4;1.50286E-4;4.82385E-4;3.08727E-4;8.47555E-4;5.42435E-4;9.635E-5;6.1664E-5;9.577E-5;6.12928E-5;4.629E-5;2.96256E-5;1.85498E-5;1.18719E-5;7.118E-5;4.55552E-5;4.047E-5;2.59008E-5;1.5212E-4;9.73568E-5;1.469E-5;9.40162E-6;3.049E-5;1.95136E-5;4.638E-5;2.96832E-5;6.44E-6;4.1216E-6;3.62E-5;2.3168E-5;1.613E-5;1.03232E-5;4.54401E-5;2.90816E-5;3.761E-5;2.40704E-5;4.622E-5;2.95808E-5;8.10841E-6;5.18938E-6;5.04127E-6;3.22641E-6;4.16001E-7;2.66241E-7
Ge85;4.24E-6;2.7136E-6;9.54805E-5;6.11075E-5;7.73033E-4;4.94741E-4;1.722E-5;1.10208E-5;1.85026E-6;1.18417E-6;1.31697E-5;8.42859E-6;1.151E-5;7.36641E-6;2.12985E-5;1.3631E-5;4.45122E-5;2.84878E-5;9.0071E-5;5.76455E-5;2.83792E-4;1.81627E-4;1.54E-5;9.856E-6;1.213E-5;7.7632E-6;5.78E-6;3.6992E-6;1.07999E-6;6.911909E-7;1.007E-5;6.4448E-6;5.64E-6;3.6096E-6;4.258E-5;2.72512E-5;1.94E-6;1.2416E-6;4.91E-6;3.1424E-6;1.285E-5;8.224E-6;8.54E-7;5.4656E-7;5.06E-6;3.2384E-6;3.23E-6;2.0672E-6;9.02002E-6;5.77281E-6;1.251E-5;8.0064E-6;2.592E-5;1.65888E-5;1.42972E-6;9.15021E-7;1.66042E-6;1.06267E-6;5.30001E-8;3.39201E-8
Ge86;1.96E-7;1.2544E-7;1.10701E-5;7.08484E-6;1.19507E-4;7.64847E-5;9.03E-7;5.7792E-7;1.38019E-7;8.83323E-8;2.17995E-6;1.39516E-6;1.16E-6;7.42401E-7;0.00628666;0.00100586;4.53023E-6;2.89934E-6;1.30801E-5;8.3713E-6;6.09604E-5;3.90147E-5;1.57E-6;1.0048E-6;1.15E-6;7.36E-7;5.89E-7;3.7696E-7;1.74998E-7;1.11999E-7;1.18E-6;7.552E-7;5.79E-7;3.7056E-7;6.49E-6;4.1536E-6;1.73E-7;1.1072E-7;4.22E-7;2.7008E-7;1.65E-6;1.056E-6;6.95E-8;4.448E-8;6.58E-7;4.2112E-7;3.85E-7;2.464E-7;1.5E-6;9.60002E-7;1.95E-6;1.248E-6;4.83E-6;3.0912E-6;2.38953E-7;1.5293E-7;2.35059E-7;1.50438E-7;3.34001E-9;2.1376E-9
Ge87;2.67999E-9;1.71519E-9;1.32999E-7;8.51191E-8;8.36682E-6;5.35477E-6;3.19988E-8;2.04792E-8;5.41076E-9;3.46288E-9;3.58981E-8;2.29748E-8;3.49991E-8;2.23994E-8;2.19582E-5;1.40532E-5;3.37007E-7;2.15684E-7;8.72997E-7;5.58718E-7;3.76663E-6;2.41065E-6;1.10995E-7;7.10368E-8;4.90996E-8;3.14237E-8;2.52986E-8;1.61911E-8;9.339439E-9;5.97724E-9;6.15982E-8;3.94229E-8;3.15992E-8;2.02235E-8;5.74983E-7;3.67989E-7;1.18995E-8;7.61568E-9;2.45988E-8;1.57432E-8;1.34982E-7;8.63883E-8;3.61E-9;2.3104E-9;5.62945E-8;3.60285E-8;2.76966E-8;1.77258E-8;1.16992E-7;7.4875E-8;2.16975E-7;1.38864E-7;8.21E-7;5.2544E-7;1.91877E-8;1.22802E-8;2.54042E-8;1.62587E-8;1.42997E-10;9.15181E-11
Ge88;2.64E-11;1.6896E-11;1.76999E-9;1.13279E-9;3.54989E-7;2.27193E-7;7.11E-10;4.5504E-10;1.80025E-10;1.15216E-10;1.05995E-9;6.78369E-10;1.04E-9;6.656E-10;5.19959E-7;3.32774E-7;1.55003E-8;9.9202E-9;5.81E-8;3.7184E-8;4.14987E-7;2.65592E-7;4.12986E-9;2.64311E-9;1.39999E-9;8.95994E-10;9.15E-10;5.856E-10;2.71997E-10;1.74078E-10;2.76994E-9;1.77276E-9;1.08997E-9;6.97583E-10;3.11992E-8;1.99675E-8;3.23988E-10;2.07352E-10;9.7796E-10;6.25894E-10;7.22902E-9;4.62657E-9;1.06E-10;6.784E-11;2.54982E-9;1.63188E-9;1.3E-9;8.32E-10;6.68963E-9;4.28136E-9;1.50983E-8;9.6629E-9;7.04961E-8;4.51175E-8;1.73966E-9;1.11338E-9;1.89035E-9;1.20983E-9;3.58001E-12;2.2912E-12
Ge89;1.18608E-13;7.5909E-14;1.27847E-11;8.18223E-12;1.73278E-8;1.10898E-8;8.76712E-12;5.61096E-12;7.75346E-12;4.96221E-12;1.00525E-11;6.43362E-12;1.57397E-11;1.00734E-11;4.0431E-11;2.58758E-11;7.03361E-11;4.50151E-11;5.23872E-9;3.35278E-9;3.96139E-8;2.53529E-8;6.85068E-11;4.38443E-11;8.87501E-12;5.68001E-12;1.50394E-11;9.62523E-12;3.24023E-12;2.07375E-12;2.13862E-11;1.36871E-11;1.03259E-11;6.6086E-12;2.47142E-9;1.58171E-9;5.17731E-12;3.31348E-12;1.78934E-11;1.14518E-11;1.55807E-10;9.97162E-11;5.73072E-12;3.66766E-12;8.66979E-11;5.54867E-11;3.03201E-11;1.94049E-11;9.88305E-11;6.32515E-11;1.81116E-10;1.15914E-10;1.07941E-8;6.90825E-9;9.19738E-11;5.88632E-11;4.78654E-11;3.06338E-11;5.51111E-14;3.52711E-14
